x,y,species min
692.0,692.0,0.22107181
693.0,693.0,0.15898378
694.0,694.0,0.06532886
695.0,695.0,0.7527044
696.0,696.0,0.15239036
697.0,697.0,0.5306059
698.0,698.0,0.26577976
699.0,699.0,0.38582948
700.0,700.0,0.12546207
701.0,701.0,0.8619067
702.0,702.0,0.57936364
703.0,703.0,0.73689103
704.0,704.0,0.8358806
705.0,705.0,0.58774316
706.0,706.0,0.61800915
707.0,707.0,0.11580031
708.0,708.0,0.1312663
709.0,709.0,0.51615
710.0,710.0,0.18331201
711.0,711.0,0.7250438
712.0,712.0,0.12234987
713.0,713.0,0.11321918
714.0,714.0,0.281904
715.0,715.0,0.4848856
716.0,716.0,0.18432301
717.0,717.0,0.22422604
718.0,718.0,0.70794004
719.0,719.0,0.102774024
720.0,720.0,0.743844
721.0,721.0,0.11140613
722.0,722.0,0.13473962
723.0,723.0,0.09773032
724.0,724.0,0.12795025
725.0,725.0,0.7381111
726.0,726.0,0.10167679
727.0,727.0,0.07764477
728.0,728.0,0.15171959
729.0,729.0,0.13237232
730.0,730.0,0.12086385
731.0,731.0,0.12090375
732.0,732.0,0.47245604
733.0,733.0,0.4986933
734.0,734.0,0.67210615
735.0,735.0,0.11296088
736.0,736.0,0.15291087
737.0,737.0,0.13751307
738.0,738.0,0.15428524
739.0,739.0,0.58296084
740.0,740.0,0.8435265
741.0,741.0,0.31367102
742.0,742.0,0.7499264
743.0,743.0,0.14018151
744.0,744.0,0.555822
745.0,745.0,0.15270543
746.0,746.0,0.7959191
747.0,747.0,0.34543812
748.0,748.0,0.23849002
749.0,749.0,0.36088836
750.0,750.0,0.6602056
751.0,751.0,0.10434667
752.0,752.0,0.11998347
753.0,753.0,0.14192241
754.0,754.0,0.79318595
755.0,755.0,0.28777343
756.0,756.0,0.7100469
757.0,757.0,0.6669037
758.0,758.0,0.5635393
759.0,759.0,0.598859
760.0,760.0,0.73216236
761.0,761.0,0.40340844
762.0,762.0,0.52766675
763.0,763.0,0.122045696
764.0,764.0,0.08627103
765.0,765.0,0.7265379
766.0,766.0,0.15296091
767.0,767.0,0.4144404
768.0,768.0,0.66979456
769.0,769.0,0.81851417
770.0,770.0,0.4893954
771.0,771.0,0.15365206
772.0,772.0,0.9198274
773.0,773.0,0.20771809
774.0,774.0,0.1077777
775.0,775.0,0.21033242
776.0,776.0,0.22146356
777.0,777.0,0.15518035
778.0,778.0,0.12894419
779.0,779.0,0.4229566
780.0,780.0,0.8629811
781.0,781.0,0.1728578
782.0,782.0,0.7611493
783.0,783.0,0.6088305
784.0,784.0,0.8066765
785.0,785.0,0.6816463
786.0,786.0,0.119935304
787.0,787.0,0.62412345
788.0,788.0,0.7890032
789.0,789.0,0.37788913
790.0,790.0,0.5096891
791.0,791.0,0.5237508
792.0,792.0,0.14872615
793.0,793.0,0.12879144
794.0,794.0,0.61222225
795.0,795.0,0.5582233
796.0,796.0,0.51165944
797.0,797.0,0.2863738
798.0,798.0,0.23143588
799.0,799.0,0.70336366
800.0,800.0,0.21763046
801.0,801.0,0.1905114
802.0,802.0,0.27971783
803.0,803.0,0.12098346
804.0,804.0,0.08317078
805.0,805.0,0.22316784
806.0,806.0,0.06879534
807.0,807.0,0.1774289
808.0,808.0,0.134351
809.0,809.0,0.22379798
810.0,810.0,0.18845287
811.0,811.0,0.64780897
812.0,812.0,0.74428767
813.0,813.0,0.20307262
814.0,814.0,0.7959869
815.0,815.0,0.81331795
816.0,816.0,0.20630844
817.0,817.0,0.11015139
818.0,818.0,0.16683851
819.0,819.0,0.12555753
820.0,820.0,0.18487282
821.0,821.0,0.6816925
822.0,822.0,0.19584242
823.0,823.0,0.8822207
824.0,824.0,0.7776605
825.0,825.0,0.117648624
826.0,826.0,0.10566005
827.0,827.0,0.29026923
828.0,828.0,0.3789626
829.0,829.0,0.30499455
830.0,830.0,0.19092989
831.0,831.0,0.9075928
832.0,832.0,0.14915192
833.0,833.0,0.1577095
834.0,834.0,0.8844147
835.0,835.0,0.13042206
836.0,836.0,0.7053257
837.0,837.0,0.6475376
838.0,838.0,0.3898099
839.0,839.0,0.5122808
840.0,840.0,0.13923834
841.0,841.0,0.5382791
842.0,842.0,0.5403899
843.0,843.0,0.07736129
844.0,844.0,0.34278554
845.0,845.0,0.14062294
846.0,846.0,0.7224912
847.0,847.0,0.2045216
848.0,848.0,0.13691601
849.0,849.0,0.10195555
850.0,850.0,0.67766654
851.0,851.0,0.13728535
852.0,852.0,0.10741274
853.0,853.0,0.7705249
854.0,854.0,0.41522962
855.0,855.0,0.24007137
856.0,856.0,0.71388125
857.0,857.0,0.826491
858.0,858.0,0.83123505
859.0,859.0,0.33379754
860.0,860.0,0.2835295
861.0,861.0,0.12311585
862.0,862.0,0.5140252
863.0,863.0,0.24116586
864.0,864.0,0.22087465
865.0,865.0,0.64391065
866.0,866.0,0.62593406
867.0,867.0,0.23713857
868.0,868.0,0.9626318
869.0,869.0,0.7866943
870.0,870.0,0.08630429
871.0,871.0,0.51422757
872.0,872.0,0.33113626
873.0,873.0,0.4865491
874.0,874.0,0.14049745
875.0,875.0,0.13669923
876.0,876.0,0.112017915
877.0,877.0,0.6801731
878.0,878.0,0.33505243
879.0,879.0,0.1294675
880.0,880.0,0.13121197
881.0,881.0,0.11398243
882.0,882.0,0.07887081
883.0,883.0,0.51172084
884.0,884.0,0.5234635
885.0,885.0,0.7017916
886.0,886.0,0.8828169
887.0,887.0,0.12961906
888.0,888.0,0.08315951
889.0,889.0,0.8647374
890.0,890.0,0.081224695
891.0,891.0,0.72480285
892.0,892.0,0.20945297
893.0,893.0,0.59208274
894.0,894.0,0.5011641
895.0,895.0,0.10110476
896.0,896.0,0.6361601
897.0,897.0,0.365744
898.0,898.0,0.5674967
899.0,899.0,0.20019545
900.0,900.0,0.12300941
901.0,901.0,0.13640957
902.0,902.0,0.10392591
903.0,903.0,0.45173407
904.0,904.0,0.44295564
905.0,905.0,0.64137876
906.0,906.0,0.68065625
907.0,907.0,0.05322765
908.0,908.0,0.869651
909.0,909.0,0.15284896
910.0,910.0,0.68151176
911.0,911.0,0.6577393
912.0,912.0,0.5893823
913.0,913.0,0.8491178
914.0,914.0,0.13808188
915.0,915.0,0.15172732
916.0,916.0,0.18899849
917.0,917.0,0.17122306
918.0,918.0,0.78614044
919.0,919.0,0.11234063
920.0,920.0,0.12518136
921.0,921.0,0.5761896
922.0,922.0,0.1324207
923.0,923.0,0.257926
924.0,924.0,0.25140855
925.0,925.0,0.81605875
926.0,926.0,0.1264961
927.0,927.0,0.11463307
928.0,928.0,0.536473
929.0,929.0,0.11849189
930.0,930.0,0.39431968
931.0,931.0,0.35297117
932.0,932.0,0.6305872
933.0,933.0,0.07425616
934.0,934.0,0.11393942
935.0,935.0,0.12795724
936.0,936.0,0.40570492
937.0,937.0,0.61154336
938.0,938.0,0.16395162
939.0,939.0,0.6924988
940.0,940.0,0.6458427
941.0,941.0,0.39430565
942.0,942.0,0.15709692
943.0,943.0,0.12328238
944.0,944.0,0.68442297
945.0,945.0,0.83782977
946.0,946.0,0.11709417
947.0,947.0,0.57859325
948.0,948.0,0.8610034
949.0,949.0,0.39069146
950.0,950.0,0.12914734
951.0,951.0,0.21562208
952.0,952.0,0.43194395
953.0,953.0,0.19818032
954.0,954.0,0.43152967
955.0,955.0,0.72203064
956.0,956.0,0.40802473
957.0,957.0,0.47032836
958.0,958.0,0.46761522
959.0,959.0,0.30392623
960.0,960.0,0.13786602
961.0,961.0,0.7650018
962.0,962.0,0.16490749
963.0,963.0,0.20377359
964.0,964.0,0.41237965
965.0,965.0,0.13013884
966.0,966.0,0.8184553
967.0,967.0,0.33642715
968.0,968.0,0.11987465
969.0,969.0,0.38734952
970.0,970.0,0.52404296
971.0,971.0,0.46221218
972.0,972.0,0.45746332
973.0,973.0,0.852462
974.0,974.0,0.1145944
975.0,975.0,0.2501
976.0,976.0,0.19882809
977.0,977.0,0.3201758
978.0,978.0,0.4053764
979.0,979.0,0.25726724
980.0,980.0,0.24609385
981.0,981.0,0.5125961
982.0,982.0,0.6760551
983.0,983.0,0.17491236
984.0,984.0,0.17165317
985.0,985.0,0.74774355
986.0,986.0,0.373736
987.0,987.0,0.5973396
988.0,988.0,0.20641233
989.0,989.0,0.62732595
990.0,990.0,0.6500672
991.0,991.0,0.17526102
992.0,992.0,0.47051874
993.0,993.0,0.11372335
994.0,994.0,0.18114352
995.0,995.0,0.07437896
996.0,996.0,0.62707627
997.0,997.0,0.121646054
998.0,998.0,0.72985786
999.0,999.0,0.7980999
